œ– √(2), ÏŒÏ	¡œ– √(2), ŒÏ	œ– √(4), ÏŒÏ	¡œ– √(4), ŒÏ	œ– √(5), ÏŒÏ	¡œ– √(5), ŒÏ	œ– √(7), ÏŒÏ	¡œ– √(7), ŒÏ	œ– √(8), ÏŒÏ	¡œ– √(8), ŒÏ	œ– √(10), ÏŒÏ	¡œ– √(10), ŒÏ	œ– √(13), ÏŒÏ	¡œ– √(13), ŒÏ	œ– √(14), ÏŒÏ	¡œ– √(14), ŒÏ	› √(16), ÏÍ¬	“– √(32), ÏŒÏ	
-64.400	64.077	1.600	8.692	-3.200	12.508	28.400	94.711	28.400	83.316	8.000	73.140	6.400	25.334	19.600	108.650	805.113	-0.800	
-64.400	64.077	1.200	8.692	-3.200	12.508	28.400	94.711	28.400	83.316	8.000	73.140	6.400	25.334	19.600	108.650	549.110	-0.800	
-64.400	64.077	1.200	8.692	-2.400	12.508	28.400	94.711	28.000	83.316	7.600	73.087	6.400	25.281	19.200	108.650	326.498	-1.200	
-64.000	64.077	0.800	8.745	-1.200	12.561	28.800	94.711	28.000	83.316	7.600	73.140	6.000	25.334	19.200	108.650	116.871	-0.800	
-64.000	64.077	0.800	8.745	-0.800	12.614	29.200	94.711	28.400	83.316	7.200	73.140	4.800	25.281	18.800	108.650	-74.204	-0.800	
-64.000	64.024	0.400	8.745	-1.200	12.667	29.200	94.711	28.800	83.316	6.800	73.140	3.200	25.334	18.800	108.650	-230.032	-0.400	
-63.600	64.077	0.400	8.745	-1.200	12.667	29.600	94.711	29.200	83.316	6.400	73.140	1.600	25.334	19.200	108.650	-348.759	-0.400	
-63.600	64.077	0.400	8.745	-0.400	12.614	30.000	94.711	28.800	83.316	6.000	73.140	0.000	25.334	18.800	108.650	-409.977	0.000	
-63.600	64.077	0.400	8.745	0.800	12.561	30.400	94.711	28.000	83.316	6.000	73.140	-0.800	25.334	18.400	108.650	-411.832	0.400	
-63.600	64.077	0.000	8.745	0.800	12.508	30.800	94.711	27.200	83.316	5.600	73.140	-1.200	25.334	18.000	108.650	-378.440	0.400	
-63.600	64.077	-0.400	8.692	0.000	12.508	31.600	94.711	26.800	83.316	5.600	73.140	-0.400	25.334	17.600	108.650	-320.932	0.800	
-63.600	64.077	-0.800	8.692	-1.200	12.508	32.000	94.711	26.000	83.316	5.200	73.140	0.800	25.334	17.200	108.650	-254.149	0.800	
-63.200	64.077	-0.800	8.745	-1.200	12.508	32.800	94.711	24.800	83.316	5.200	73.087	1.600	25.334	16.800	108.650	-202.206	0.800	
-63.200	64.077	-0.800	8.745	-0.800	12.561	33.200	94.711	24.000	83.316	5.200	73.140	2.000	25.281	16.000	108.650	-174.379	0.800	
-63.200	64.077	-1.200	8.745	-0.800	12.667	34.000	94.711	23.600	83.316	5.200	73.140	2.400	25.281	15.600	108.650	-150.263	0.800	
-63.200	64.077	-2.000	8.745	-1.600	12.667	34.800	94.711	23.600	83.316	5.200	73.087	3.200	25.281	15.600	108.650	-129.857	0.400	
-63.600	64.077	-2.000	8.745	-2.400	12.667	35.200	94.711	23.600	83.316	5.600	73.087	3.600	25.334	15.600	108.650	-126.147	0.000	
-63.200	64.077	-2.000	8.745	-2.000	12.614	35.600	94.711	23.600	83.316	5.600	73.140	3.200	25.334	15.600	108.650	-129.857	0.000	
-63.600	64.077	-2.400	8.745	-1.200	12.561	35.600	94.711	24.000	83.316	6.000	73.087	2.800	25.334	15.600	108.650	-128.002	-0.400	
-63.600	64.077	-2.800	8.745	-1.600	12.561	35.600	94.711	25.200	83.316	6.400	73.087	2.400	25.334	15.600	108.650	-122.437	-0.800	
-63.600	64.077	-3.200	8.692	-2.400	12.508	35.600	94.711	26.800	83.316	7.200	73.087	1.600	25.334	16.000	108.650	-120.582	-0.800	
-64.000	64.077	-3.600	8.745	-3.600	12.508	35.200	94.711	28.000	83.316	8.000	73.087	0.800	25.334	16.400	108.650	-118.726	-0.800	
-64.000	64.077	-3.600	8.745	-3.600	12.508	34.800	94.711	28.800	83.316	9.200	73.140	-0.800	25.334	16.800	108.650	-115.016	-0.800	
-64.000	64.077	-4.000	8.745	-3.200	12.561	34.800	94.711	29.200	83.316	10.000	73.087	-1.600	25.281	17.200	108.650	-113.161	-0.400	
-64.000	64.077	-4.000	8.745	-3.200	12.614	34.000	94.711	30.400	83.316	11.600	73.087	-2.000	25.334	17.200	108.650	-113.161	-0.400	
-64.000	64.077	-4.800	8.798	-4.800	12.667	33.600	94.711	31.200	83.316	12.800	73.087	-2.800	25.334	17.200	108.650	-113.161	0.000	
-63.600	64.077	-5.600	8.745	-5.600	12.667	33.200	94.711	32.000	83.316	14.400	73.087	-3.200	25.334	17.200	108.650	-120.582	0.400	
-63.200	64.077	-5.600	8.745	-5.600	12.614	33.200	94.711	32.000	83.316	16.000	73.087	-3.200	25.334	16.400	108.650	-120.582	0.800	
-62.800	64.077	-5.600	8.745	-4.800	12.561	32.800	94.711	32.000	83.263	17.600	73.087	-3.200	25.334	15.600	108.650	-109.451	0.800	
-62.400	64.077	-6.000	8.745	-4.000	12.508	32.800	94.711	32.800	83.316	19.200	73.087	-2.400	25.334	15.200	108.650	-107.596	1.200	
-62.000	64.077	-6.800	8.745	-4.000	12.508	32.800	94.711	33.600	83.263	20.800	73.087	-1.200	25.334	14.800	108.650	-115.016	1.200	
-61.200	64.077	-6.800	8.745	-3.200	12.508	32.800	94.711	34.000	83.263	22.400	73.087	0.000	25.334	14.800	108.650	-98.320	1.600	
-60.400	64.077	-6.800	8.692	-2.400	12.508	32.400	94.711	34.000	83.263	23.600	73.087	0.800	25.281	14.400	108.650	-77.914	1.200	
-60.000	64.077	-6.800	8.745	-0.800	12.561	32.400	94.711	34.000	83.316	25.200	73.087	1.600	25.281	14.000	108.650	-70.494	1.200	
-59.200	64.077	-6.400	8.745	-0.400	12.614	32.400	94.711	34.000	83.316	26.400	73.087	2.400	25.281	14.000	108.650	-70.494	1.200	
-58.000	64.077	-6.400	8.745	-0.800	12.667	32.000	94.711	34.800	83.316	27.600	73.087	3.600	25.281	14.000	108.650	-72.349	0.800	
-57.200	64.024	-6.000	8.745	-1.200	12.667	31.600	94.711	34.800	83.316	28.400	73.087	4.800	25.281	13.600	108.650	-74.204	0.800	
-56.400	64.077	-5.600	8.745	-0.400	12.614	31.200	94.711	34.400	83.316	29.200	73.087	6.000	25.334	13.200	108.650	-74.204	0.400	
-55.200	64.024	-4.800	8.745	0.800	12.561	30.400	94.711	34.000	83.263	29.600	73.087	6.800	25.334	12.400	108.650	-59.363	0.000	
-54.000	64.024	-4.400	8.692	0.800	12.561	30.000	94.711	34.000	83.316	30.000	73.087	7.600	25.334	11.200	108.650	-51.943	-0.400	
-52.400	64.024	-4.000	8.745	-0.400	12.508	29.200	94.711	34.400	83.316	30.400	73.087	8.400	25.281	9.600	108.650	-57.508	-0.400	
-50.800	64.024	-4.000	8.692	-1.200	12.508	28.000	94.711	34.000	83.316	30.400	73.087	8.800	25.334	8.400	108.703	-63.073	-0.800	
-49.200	64.024	-3.200	8.745	-1.200	12.508	27.200	94.711	33.200	83.316	30.000	73.087	9.200	25.281	6.800	108.650	-79.769	-0.800	
-47.600	64.024	-2.800	8.745	-0.400	12.561	26.400	94.711	31.600	83.316	29.600	73.087	9.600	25.281	5.200	108.650	-92.755	-1.200	
-45.600	64.024	-2.800	8.745	0.000	12.614	25.600	94.711	30.400	83.316	29.600	73.087	9.600	25.281	4.000	108.650	-79.769	-1.200	
-44.000	64.024	-3.200	8.745	-1.200	12.667	24.800	94.711	29.600	83.316	29.200	73.087	9.600	25.281	2.800	108.650	-61.218	-1.600	
-42.000	64.024	-3.200	8.745	-2.000	12.667	24.000	94.711	28.400	83.316	28.800	73.087	10.000	25.281	1.600	108.650	-61.218	-1.600	
-40.000	64.024	-3.200	8.745	-1.600	12.614	22.800	94.711	26.800	83.316	28.000	73.087	9.600	25.334	0.400	108.650	-70.494	-1.600	
-38.400	64.024	-2.400	8.745	-1.200	12.561	22.000	94.711	25.600	83.316	27.600	73.087	8.800	25.334	0.000	108.650	-74.204	-1.200	
-36.800	64.024	-2.000	8.745	-0.800	12.508	21.200	94.711	24.800	83.316	27.200	73.087	8.000	25.334	0.000	108.703	-89.045	-1.600	
-35.200	64.024	-2.000	8.692	-1.200	12.508	20.400	94.711	24.000	83.316	26.800	73.087	7.200	25.334	0.000	108.650	-100.175	-1.600	
-33.600	64.024	-2.000	8.692	-1.600	12.508	19.600	94.711	22.800	83.316	26.400	73.087	6.400	25.281	0.000	108.650	-81.624	-1.200	
-32.400	64.024	-1.600	8.745	-1.200	12.508	18.800	94.711	21.600	83.316	26.000	73.087	6.000	25.281	0.000	108.703	-72.349	-1.200	
-31.200	64.024	-1.600	8.745	0.000	12.561	17.600	94.711	20.400	83.316	25.600	73.087	6.000	25.281	0.000	108.650	-87.190	-1.200	
-30.000	64.024	-0.800	8.745	0.400	12.667	16.800	94.711	20.000	83.316	25.600	73.087	6.000	25.281	0.400	108.650	-94.610	-0.800	
-28.800	64.024	-0.800	8.745	0.000	12.667	16.000	94.711	19.600	83.316	25.600	73.087	6.400	25.281	0.800	108.650	-89.045	-0.800	
-28.000	64.024	-0.400	8.745	-0.400	12.667	15.200	94.711	19.200	83.316	25.200	73.087	6.400	25.281	0.800	108.650	-81.624	-0.800	
-27.200	64.024	0.400	8.745	0.400	12.614	14.800	94.711	17.600	83.316	25.200	73.087	6.800	25.334	0.800	108.650	-63.073	-0.400	
-26.400	64.024	1.200	8.745	1.200	12.614	14.000	94.711	16.400	83.316	25.200	73.087	7.200	25.334	1.200	108.650	-40.812	-0.400	
-25.200	64.024	1.600	8.692	0.400	12.561	13.600	94.711	15.200	83.316	25.200	73.087	8.000	25.334	1.600	108.650	-29.682	-0.400	
-24.400	64.024	2.000	8.692	-1.600	12.508	13.200	94.711	14.400	83.316	25.200	73.087	9.200	25.334	2.400	108.703	-31.537	-0.400	
-23.200	64.024	2.400	8.692	-3.200	12.508	12.800	94.711	13.600	83.316	25.200	73.087	10.400	25.281	2.800	108.650	-24.116	0.000	
-22.000	64.024	2.800	8.745	-4.000	12.561	12.800	94.711	12.400	83.316	24.800	73.087	11.600	25.281	3.200	108.650	-14.841	0.000	
-20.800	64.024	3.200	8.745	-4.400	12.614	12.400	94.711	11.200	83.316	24.800	73.087	12.800	25.281	3.200	108.650	-14.841	0.000	
-20.000	64.024	4.000	8.745	-5.200	12.667	12.400	94.711	10.400	83.316	24.400	73.087	14.400	25.281	3.600	108.650	-3.710	0.000	
-18.400	64.024	4.400	8.745	-7.200	12.667	12.400	94.711	10.000	83.316	24.000	73.087	15.600	25.281	4.400	108.650	3.710	0.400	
-17.200	64.024	4.800	8.745	-8.400	12.667	12.400	94.711	9.200	83.316	23.600	73.087	16.800	25.281	5.200	108.650	-3.710	0.400	
-15.600	64.024	5.600	8.745	-8.400	12.614	12.400	94.711	8.000	83.316	22.800	73.087	17.200	25.334	6.000	108.650	-14.841	0.400	
-14.000	64.024	6.000	8.692	-7.600	12.561	12.400	94.711	6.800	83.316	22.400	73.087	17.200	25.334	6.400	108.650	-20.406	0.400	
-12.800	64.024	6.400	8.692	-7.200	12.561	12.400	94.711	5.200	83.316	21.200	73.087	16.400	25.334	6.400	108.650	-27.827	0.400	
-11.200	63.971	6.800	8.692	-7.200	12.508	12.000	94.711	4.800	83.316	20.400	73.087	15.200	25.334	6.400	108.650	-35.247	0.400	
-9.600	64.024	7.200	8.692	-7.200	12.508	11.600	94.711	4.000	83.316	19.200	73.140	13.200	25.334	6.400	108.650	-29.682	0.400	
-8.000	64.024	7.600	8.692	-6.000	12.508	11.200	94.711	2.800	83.316	18.400	73.087	11.600	25.281	6.000	108.650	-20.406	0.800	
-6.800	64.024	8.000	8.745	-4.400	12.614	10.800	94.711	2.000	83.316	17.200	73.087	10.400	25.281	6.000	108.650	-14.841	0.800	
-5.200	64.024	8.000	8.745	-3.600	12.667	10.400	94.711	1.600	83.316	16.400	73.140	8.400	25.281	6.000	108.650	-7.420	1.200	
-4.000	64.024	7.600	8.745	-4.000	12.667	10.000	94.711	1.600	83.316	15.200	73.087	6.400	25.281	6.000	108.650	1.855	1.200	
-2.800	63.971	7.200	8.745	-4.000	12.667	9.200	94.711	1.200	83.316	14.400	73.140	4.800	25.334	6.400	108.650	1.855	1.600	
-1.600	63.971	6.800	8.745	-3.200	12.614	8.400	94.711	0.800	83.316	13.200	73.087	3.600	25.334	6.400	108.650	9.276	2.000	
-0.400	63.971	6.800	8.745	-2.400	12.561	8.000	94.711	0.400	83.316	12.400	73.087	2.800	25.334	6.800	108.650	31.537	2.800	
0.800	63.971	6.800	8.692	-2.400	12.561	7.200	94.711	0.400	83.316	11.600	73.140	2.400	25.334	7.200	108.650	44.522	3.200	
2.000	63.971	6.000	8.692	-3.600	12.508	6.400	94.711	0.400	83.316	10.800	73.087	2.400	25.334	8.000	108.650	38.957	3.600	
3.200	63.971	5.600	8.745	-4.000	12.508	5.600	94.711	0.400	83.316	10.400	73.087	3.200	25.281	8.400	108.650	24.116	4.000	
4.400	63.971	5.200	8.692	-4.000	12.508	4.800	94.711	0.000	83.316	10.000	73.087	3.600	25.281	9.200	108.650	20.406	4.400	
5.600	63.971	5.200	8.745	-4.000	12.614	4.000	94.711	-0.400	83.316	9.600	73.140	4.000	25.281	9.600	108.650	24.116	4.800	
6.800	63.971	5.200	8.745	-4.000	12.667	2.800	94.711	-0.800	83.316	9.600	73.140	3.600	25.281	9.600	108.650	27.827	5.200	
8.000	63.971	4.800	8.745	-5.600	12.667	2.000	94.711	-0.800	83.316	9.200	73.087	2.800	25.281	9.200	108.650	22.261	5.600	
9.600	63.971	4.000	8.745	-6.400	12.667	1.200	94.711	-1.200	83.369	9.200	73.140	1.200	25.334	9.200	108.650	7.420	6.000	
10.800	63.971	4.000	8.745	-5.600	12.614	0.000	94.711	-2.000	83.369	8.800	73.140	0.000	25.334	8.400	108.650	-1.855	6.400	
12.000	63.971	3.600	8.745	-4.800	12.561	-0.800	94.764	-3.200	83.316	8.800	73.140	-1.600	25.334	8.000	108.650	3.710	6.800	
12.800	63.971	2.800	8.692	-4.800	12.561	-2.000	94.711	-3.600	83.316	8.800	73.087	-3.200	25.387	7.200	108.650	9.276	7.200	
14.000	63.971	2.000	8.692	-6.000	12.508	-3.200	94.764	-4.000	83.316	8.400	73.140	-6.000	25.334	6.800	108.650	22.261	7.600	
15.200	63.971	1.600	8.692	-7.200	12.508	-4.000	94.764	-4.800	83.369	8.000	73.140	-9.600	25.334	6.000	108.650	40.812	7.600	
16.400	63.971	1.200	8.745	-7.200	12.561	-4.800	94.764	-6.400	83.369	7.600	73.140	-13.200	25.334	5.200	108.650	50.088	8.000	
17.600	63.971	0.800	8.745	-6.800	12.614	-5.600	94.764	-8.000	83.369	6.800	73.087	-16.800	25.334	4.400	108.650	51.943	8.400	
18.400	63.971	0.400	8.745	-6.800	12.667	-6.400	94.764	-9.200	83.316	6.400	73.140	-20.000	25.334	3.600	108.703	63.073	8.800	
19.600	63.971	-0.400	8.745	-8.400	12.667	-7.200	94.764	-9.600	83.316	6.000	73.140	-22.800	25.334	3.600	108.650	72.349	8.800	
20.800	63.971	-1.200	8.745	-9.200	12.667	-8.000	94.764	-10.400	83.316	5.200	73.140	-25.200	25.334	3.200	108.650	76.059	8.800	
22.000	63.971	-1.200	8.745	-8.400	12.614	-8.800	94.764	-11.200	83.316	4.800	73.140	-28.000	25.387	3.200	108.703	85.335	8.800	
22.800	63.971	-1.200	8.745	-7.200	12.561	-9.200	94.764	-12.400	83.369	4.400	73.140	-30.400	25.387	2.400	108.703	89.045	8.800	
24.000	63.971	-1.600	8.745	-6.800	12.561	-9.600	94.764	-12.800	83.316	3.600	73.140	-31.600	25.334	2.000	108.650	79.769	8.800	
25.200	63.971	-2.000	8.745	-6.400	12.508	-10.000	94.764	-12.800	83.369	3.600	73.140	-31.600	25.334	2.000	108.650	77.914	9.200	
26.000	63.971	-2.000	8.692	-5.600	12.508	-10.800	94.764	-12.800	83.316	3.200	73.140	-31.200	25.334	1.600	108.650	90.900	9.200	
27.200	63.971	-2.000	8.745	-4.000	12.508	-11.200	94.764	-13.200	83.316	3.200	73.140	-30.000	25.334	0.800	108.703	89.045	9.200	
28.000	63.971	-2.000	8.745	-2.400	12.614	-11.600	94.764	-13.200	83.369	3.200	73.140	-29.200	25.334	-0.400	108.703	74.204	9.200	
29.200	63.971	-2.400	8.745	-1.600	12.667	-11.600	94.764	-12.800	83.316	2.800	73.140	-28.400	25.334	-1.600	108.703	68.639	9.600	
30.400	63.971	-2.400	8.745	-2.400	12.667	-12.000	94.764	-12.400	83.369	2.800	73.140	-27.200	25.334	-2.800	108.703	76.059	9.600	
31.600	63.971	-2.400	8.745	-3.200	12.667	-12.400	94.764	-12.400	83.369	3.200	73.140	-25.600	25.334	-4.400	108.703	85.335	9.600	
32.400	63.971	-2.000	8.745	-2.400	12.614	-12.800	94.764	-12.800	83.369	3.200	73.140	-24.400	25.334	-5.600	108.703	98.320	9.600	
33.600	63.971	-1.600	8.745	-2.000	12.561	-13.200	94.764	-13.200	83.369	3.200	73.140	-23.600	25.334	-7.600	108.703	118.726	9.600	
34.800	63.971	-1.600	8.745	-2.000	12.508	-13.600	94.764	-12.800	83.369	2.800	73.140	-22.400	25.387	-9.200	108.703	133.567	9.600	
35.600	63.971	-2.000	8.692	-2.800	12.508	-14.000	94.764	-12.800	83.369	2.800	73.140	-22.400	25.334	-10.800	108.703	131.712	9.600	
36.800	63.971	-2.000	8.745	-3.600	12.508	-14.400	94.764	-13.600	83.369	2.400	73.140	-23.200	25.334	-12.000	108.703	129.857	9.600	
38.000	63.971	-2.000	8.745	-3.600	12.561	-14.800	94.764	-14.400	83.369	2.000	73.140	-24.400	25.334	-13.200	108.703	135.422	9.600	
38.800	63.971	-1.600	8.745	-2.800	12.561	-15.200	94.764	-15.600	83.369	1.600	73.140	-26.000	25.334	-14.400	108.703	126.147	9.600	
40.000	63.971	-0.800	8.745	-2.400	12.667	-16.000	94.764	-16.400	83.369	0.800	73.140	-27.600	25.334	-15.200	108.703	111.306	9.600	
40.800	63.971	0.000	8.745	-2.800	12.667	-16.400	94.764	-16.800	83.369	0.400	73.087	-29.200	25.334	-15.600	108.703	105.741	9.600	
42.000	63.971	0.800	8.745	-2.800	12.667	-17.200	94.764	-17.600	83.369	-0.400	73.140	-30.400	25.334	-16.000	108.703	94.610	9.600	
42.800	63.971	1.600	8.745	-2.000	12.614	-17.600	94.764	-19.200	83.369	-1.200	73.140	-32.000	25.387	-16.800	108.703	89.045	9.600	
43.600	63.971	2.400	8.745	-1.200	12.561	-18.400	94.764	-20.400	83.369	-2.000	73.140	-33.200	25.387	-17.200	108.703	83.480	9.600	
44.800	63.971	3.200	8.745	-1.200	12.561	-18.800	94.764	-21.200	83.369	-2.800	73.140	-34.000	25.387	-18.000	108.703	72.349	10.000	
45.600	63.918	3.600	8.692	-2.400	12.508	-19.600	94.764	-22.000	83.369	-3.200	73.140	-34.000	25.334	-18.800	108.703	68.639	9.600	
46.800	63.971	4.000	8.692	-2.800	12.508	-20.000	94.764	-23.200	83.369	-4.000	73.140	-33.200	25.334	-19.200	108.703	72.349	9.600	
47.600	63.971	4.000	8.745	-2.800	12.561	-20.400	94.764	-24.800	83.369	-4.400	73.140	-32.400	25.334	-19.600	108.703	76.059	9.600	
48.400	63.918	4.400	8.745	-2.800	12.614	-20.800	94.764	-26.000	83.369	-4.800	73.140	-31.200	25.334	-20.800	108.703	72.349	9.200	
49.600	63.971	4.400	8.745	-3.200	12.667	-21.600	94.764	-26.800	83.369	-5.600	73.140	-30.800	25.334	-22.000	108.703	68.639	8.800	
50.400	63.918	3.600	8.745	-4.800	12.667	-22.000	94.764	-27.600	83.369	-6.000	73.140	-30.800	25.334	-22.800	108.703	70.494	8.400	
51.200	63.918	2.800	8.745	-5.600	12.667	-22.800	94.764	-28.800	83.369	-6.800	73.140	-31.200	25.387	-23.600	108.703	66.784	8.000	
52.400	63.971	2.800	8.745	-5.600	12.614	-23.600	94.764	-30.400	83.369	-7.600	73.140	-31.600	25.387	-25.200	108.703	53.798	8.000	
53.200	63.918	2.400	8.745	-4.800	12.561	-24.400	94.764	-32.000	83.369	-8.400	73.140	-32.800	25.387	-26.800	108.703	38.957	7.600	
54.400	63.918	2.000	8.692	-4.400	12.561	-25.600	94.764	-32.800	83.369	-9.200	73.140	-34.400	25.387	-28.400	108.703	24.116	7.200	
55.200	63.918	1.200	8.692	-4.800	12.508	-26.400	94.764	-33.200	83.369	-10.400	73.140	-37.200	25.387	-30.000	108.703	16.696	7.200	
56.400	63.918	0.800	8.692	-4.400	12.508	-27.600	94.764	-34.400	83.369	-11.600	73.140	-40.000	25.387	-31.600	108.703	20.406	6.800	
57.600	63.918	0.400	8.745	-3.600	12.508	-28.800	94.764	-36.000	83.369	-12.800	73.140	-42.400	25.387	-34.000	108.703	16.696	6.400	
58.800	63.918	0.400	8.745	-2.000	12.614	-30.000	94.764	-37.600	83.369	-14.000	73.140	-44.800	25.387	-36.000	108.703	0.000	6.400	
59.600	63.918	0.400	8.745	-0.800	12.614	-31.200	94.764	-38.400	83.369	-15.200	73.140	-46.800	25.387	-38.000	108.703	5.565	6.000	
60.800	63.918	0.400	8.745	-0.800	12.667	-32.000	94.764	-38.800	83.369	-16.400	73.140	-48.400	25.334	-39.200	108.703	27.827	6.000	
62.000	63.918	0.400	8.745	-0.800	12.667	-32.800	94.764	-39.600	83.369	-18.000	73.140	-49.200	25.387	-40.400	108.703	35.247	6.000	
63.200	63.918	0.800	8.745	0.400	12.614	-33.600	94.764	-40.800	83.369	-19.200	73.140	-50.000	25.387	-41.200	108.703	35.247	5.600	
64.000	63.918	1.600	8.745	1.600	12.561	-34.400	94.764	-42.000	83.369	-20.400	73.140	-51.200	25.387	-42.400	108.756	38.957	5.600	
64.800	63.918	2.400	8.745	1.600	12.508	-35.200	94.764	-42.800	83.369	-21.600	73.140	-51.600	25.387	-43.200	108.703	42.667	5.200	
66.000	63.918	2.800	8.692	0.400	12.508	-36.000	94.764	-43.200	83.369	-22.800	73.140	-52.400	25.387	-43.600	108.756	31.537	5.200	
66.800	63.918	3.600	8.692	-0.800	12.508	-36.800	94.764	-44.000	83.369	-24.000	73.193	-53.200	25.387	-44.400	108.703	9.276	5.200	
67.600	63.918	4.400	8.745	-1.200	12.508	-37.200	94.764	-44.800	83.369	-25.200	73.193	-53.600	25.387	-45.200	108.756	-3.710	5.200	
68.400	63.918	5.200	8.745	-1.200	12.614	-38.000	94.764	-46.400	83.369	-26.400	73.193	-54.400	25.387	-46.000	108.756	-7.420	5.200	
69.200	63.918	5.600	8.745	-1.600	12.667	-38.400	94.764	-47.200	83.369	-27.600	73.193	-55.600	25.387	-47.200	108.703	-12.986	5.200	
70.000	63.918	5.200	8.745	-2.800	12.667	-38.800	94.764	-48.000	83.369	-28.800	73.193	-56.400	25.387	-48.000	108.756	-20.406	5.200	
70.800	63.918	4.800	8.745	-4.000	12.667	-39.200	94.764	-48.800	83.422	-30.000	73.193	-57.600	25.387	-49.200	108.703	-35.247	4.800	
71.200	63.918	4.800	8.745	-3.600	12.614	-39.600	94.817	-50.400	83.422	-31.200	73.193	-58.800	25.387	-50.000	108.756	-48.233	4.800	
72.000	63.918	4.400	8.745	-2.800	12.561	-40.000	94.764	-52.000	83.422	-32.400	73.193	-59.600	25.387	-51.200	108.703	-55.653	4.800	
72.400	63.918	4.000	8.692	-2.800	12.561	-40.400	94.817	-53.200	83.422	-33.200	73.193	-59.600	25.387	-52.800	108.756	-63.073	4.800	
72.800	63.918	3.600	8.692	-3.600	12.508	-40.400	94.764	-54.400	83.422	-34.000	73.193	-58.800	25.387	-53.600	108.756	-68.639	4.800	
73.200	63.918	2.800	8.692	-4.000	12.508	-40.400	94.764	-55.600	83.422	-34.800	73.193	-58.400	25.387	-54.000	108.756	-64.929	4.400	
73.600	63.918	2.800	8.745	-3.600	12.508	-40.400	94.764	-57.200	83.422	-35.200	73.193	-57.600	25.334	-54.400	108.756	-59.363	4.400	
73.600	63.918	2.800	8.745	-2.800	12.614	-40.400	94.764	-58.800	83.422	-35.600	73.193	-55.600	25.334	-54.400	108.756	-63.073	4.000	
73.600	63.918	2.400	8.745	-2.800	12.667	-40.400	94.764	-59.600	83.422	-36.000	73.193	-53.200	25.334	-54.800	108.756	-72.349	3.600	
73.600	63.918	2.000	8.745	-3.600	12.667	-40.400	94.764	-60.000	83.422	-36.000	73.193	-50.400	25.334	-55.600	108.756	-74.204	3.600	
73.600	63.918	1.600	8.745	-4.000	12.667	-40.000	94.764	-60.400	83.422	-36.400	73.193	-47.200	25.387	-56.400	108.756	-74.204	3.600	
73.600	63.918	1.600	8.745	-3.200	12.614	-40.000	94.764	-60.400	83.422	-36.400	73.193	-44.400	25.387	-56.400	108.756	-72.349	3.600	
73.200	63.918	1.600	8.745	-2.000	12.561	-40.000	94.764	-60.400	83.422	-36.400	73.193	-42.400	25.387	-56.800	108.756	-72.349	3.600	
73.200	63.918	1.600	8.745	-1.600	12.508	-40.000	94.817	-59.600	83.369	-36.800	73.193	-40.400	25.387	-56.800	108.756	-79.769	3.600	
72.800	63.918	1.200	8.692	-2.000	12.508	-39.600	94.764	-58.400	83.369	-37.200	73.193	-38.800	25.387	-56.400	108.756	-76.059	3.200	
72.400	63.918	0.800	8.745	-2.000	12.508	-39.200	94.764	-57.200	83.422	-38.000	73.193	-37.200	25.387	-56.800	108.756	-68.639	3.200	
72.000	63.918	0.400	8.745	-0.800	12.508	-39.200	94.764	-56.800	83.422	-38.400	73.193	-36.400	25.387	-56.800	108.756	-74.204	3.200	
72.000	63.918	0.400	8.745	0.400	12.614	-38.800	94.764	-56.000	83.422	-39.200	73.193	-36.400	25.334	-56.800	108.756	-92.755	2.800	
71.600	63.918	0.400	8.745	0.800	12.667	-38.400	94.817	-55.200	83.369	-40.000	73.193	-37.200	25.334	-56.400	108.756	-102.031	2.800	
71.600	63.918	0.400	8.745	0.000	12.667	-38.000	94.817	-54.000	83.422	-41.200	73.193	-38.400	25.334	-56.400	108.756	-105.741	2.800	
71.600	63.918	0.400	8.745	-0.400	12.667	-37.600	94.764	-53.600	83.422	-42.000	73.193	-39.600	25.387	-56.400	108.756	-116.871	2.400	
71.600	63.918	0.800	8.745	0.400	12.614	-37.200	94.764	-54.000	83.422	-43.200	73.193	-40.800	25.387	-56.800	108.756	-118.726	2.400	
71.600	63.918	0.800	8.745	1.200	12.561	-36.800	94.764	-54.000	83.422	-44.000	73.193	-42.400	25.387	-57.200	108.756	-111.306	2.000	
71.200	63.918	0.400	8.745	1.600	12.508	-36.400	94.764	-53.600	83.422	-44.800	73.193	-43.200	25.387	-57.600	108.756	-113.161	2.000	
71.200	63.918	0.000	8.692	1.200	12.508	-36.000	94.764	-52.800	83.369	-45.600	73.193	-43.600	25.387	-57.600	108.756	-103.886	1.600	
71.200	63.918	-0.400	8.745	0.400	12.508	-35.600	94.764	-52.400	83.422	-46.000	73.193	-43.600	25.387	-57.200	108.756	-81.624	1.600	
71.200	63.918	-0.400	8.745	0.400	12.508	-35.600	94.817	-52.400	83.422	-46.400	73.193	-43.600	25.334	-56.800	108.756	-66.784	1.200	
70.800	63.918	-0.800	8.745	1.200	12.614	-35.600	94.764	-52.400	83.422	-46.800	73.193	-43.600	25.334	-56.400	108.756	-53.798	1.200	
70.800	63.918	-1.200	8.745	1.200	12.667	-35.200	94.764	-52.400	83.422	-46.800	73.193	-43.200	25.334	-56.000	108.756	-37.102	0.800	
70.800	63.918	-1.600	8.745	0.000	12.667	-35.200	94.764	-51.200	83.422	-47.200	73.193	-42.400	25.387	-55.600	108.756	-22.261	0.800	
